"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","059 - Milton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","060 - Mississauga Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","061 - Mississauga East—Cooksville",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","062 - Mississauga—Erin Mills",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","063 - Mississauga—Lakeshore",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","064 - Mississauga—Malton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","065 - Mississauga—Streetsville",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","066 - Nepean",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","067 - Newmarket—Aurora",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","068 - Niagara Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","069 - Niagara Falls",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","070 - Niagara West",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","071 - Nickel Belt",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","072 - Nipissing",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","073 - Northumberland—Peterborough South",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","074 - Oakville",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","075 - Oakville North—Burlington",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","076 - Orléans",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","077 - Oshawa",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","078 - Ottawa Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","079 - Ottawa South",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","080 - Ottawa—Vanier",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","081 - Ottawa West—Nepean",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","082 - Oxford",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","083 - Parkdale—High Park",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","084 - Parry Sound—Muskoka",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","085 - Perth—Wellington",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","086 - Peterborough—Kawartha",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","087 - Pickering—Uxbridge",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","088 - Renfrew—Nipissing—Pembroke",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","089 - Richmond Hill",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","090 - St. Catharines",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","091 - Sarnia—Lambton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","092 - Sault Ste. Marie",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","093 - Scarborough—Agincourt",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","094 - Scarborough Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","095 - Scarborough—Guildwood",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","096 - Scarborough North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","097 - Scarborough—Rouge Park",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","098 - Scarborough Southwest",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","099 - Simcoe—Grey",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","100 - Simcoe North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","101 - Spadina—Fort York",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","102 - Stormont—Dundas—South Glengarry",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","103 - Sudbury",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","104 - Thornhill",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","105 - Thunder Bay—Atikokan",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","106 - Thunder Bay—Superior North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","107 - Timiskaming—Cochrane",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","108 - Timmins",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","109 - Toronto Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","110 - Toronto—Danforth",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","111 - Toronto—St. Paul's",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","112 - University—Rosedale",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","113 - Vaughan—Woodbridge",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","114 - Waterloo",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","115 - Wellington—Halton Hills",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","116 - Whitby",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","117 - Willowdale",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","118 - Windsor—Tecumseh",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","119 - Windsor West",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","120 - York Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","121 - York—Simcoe",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","122 - York South—Weston",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","123 - Kiiwetinoong",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","124 - Mushkegowuk—James Bay",
"Ontario Libertarian Party","Parti libertarien de l'Ontario","Libertarian","Libertarien","August 18, 1976","Michelle Lashbrook","Sean Conroy","5115 County Road 10 Fournier ON K0B 1G0","(416) 283-7589","","info@libertarian.on.ca","http://www.libertarian.on.ca","051 - Lanark—Frontenac—Kingston",
"Ontario Moderate Party","Ontario Moderate Party","Ontario Moderate Party","Ontario Moderate Party","May 22, 2014","Ihor Nesterenko","Yuri Duboisky","21567 MCCOWAN RD MOUNT ALBERT ON L0G 1M0","(416) 712-4557","","ontariomoderate@gmail.com","http://www.ontariomoderate.com","028 - Etobicoke Centre",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","004 - Barrie—Innisfil",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","006 - Bay of Quinte",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","014 - Bruce—Grey—Owen Sound",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","018 - Chatham-Kent—Leamington",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","026 - Elgin—Middlesex—London",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","027 - Essex",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","030 - Etobicoke North",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","035 - Haliburton—Kawartha Lakes—Brock",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","037 - Hamilton East—Stoney Creek",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","040 - Hastings—Lennox and Addington",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","048 - Kitchener—Conestoga",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","051 - Lanark—Frontenac—Kingston",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","068 - Niagara Centre",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","070 - Niagara West",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","072 - Nipissing",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","073 - Northumberland—Peterborough South",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","077 - Oshawa",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","082 - Oxford",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","084 - Parry Sound—Muskoka",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","085 - Perth—Wellington",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","086 - Peterborough—Kawartha",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","088 - Renfrew—Nipissing—Pembroke",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","100 - Simcoe North",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","102 - Stormont—Dundas—South Glengarry",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","118 - Windsor—Tecumseh",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","119 - Windsor West",
